code|name|parentCode
B20.0|Болезнь, вызванная ВИЧ, с проявлениями микобактериальной инфекции|B20
B20.1|Болезнь, вызванная ВИЧ, с проявлениями других бактериальных инфекций|B20
B20.2|Болезнь, вызванная ВИЧ, с проявлениями цитомегало-вирусного заболевания|B20
B20.3|Болезнь, вызванная ВИЧ, с проявлениями других вирусных инфекций|B20
B20.4|Болезнь, вызванная ВИЧ, с проявлениями кандидоза|B20
B20.5|Болезнь, вызванная ВИЧ, с проявлениями других микозов|B20
B20.6|Болезнь, вызванная ВИЧ, с проявлениями пневмонии, вызванной Pneumocystis carinii|B20
B20.7|Болезнь, вызванная ВИЧ, с проявлениями множественных инфекций|B20
B20.8|Болезнь, вызванная ВИЧ, с проявлениями других инфекционных и паразитарных болезней|B20
B20.9|Болезнь, вызванная ВИЧ, с проявлениями неуточненных инфекционных и паразитарных болезней|B20
B21|Болезнь, вызванная вирусом иммунодефицита человека [ВИЧ], проявляющаяся в виде злокачественных новообразований|B20-B24
B21.0|Болезнь, вызванная ВИЧ, с проявлениями саркомы Капоши|B21
B21.1|Болезнь, вызванная ВИЧ, с проявлениями лимфомы Беркитта|B21
B21.2|Болезнь, вызванная ВИЧ, с проявлениями других неходжкинских лимфом|B21
B21.3|Болезнь, вызванная ВИЧ, с проявлениями других злокачественных новообразований лимфатической, кроветворной и родственных им тканей|B21
